x1,x2
101.2577464,199.4674378
97.24645396,196.112517
100.4543,199.6222042
103.283683,201.1299051
101.2119836,199.7976763
104.1178453,201.0996543
102.9308232,200.9050885
100.6503879,198.64435
101.8473431,200.5707003
99.43552336,197.8561722
101.3253543,199.3571071
100.5598597,198.3760985
100.7608195,200.1072651
99.44034897,198.038284
98.52835392,197.6879411
101.7869863,201.3884507
100.6939378,198.9512971
99.45682011,198.324839
99.99295394,198.3923792
98.36002474,197.1813245
99.59907896,196.6624358
101.3620517,199.5695443
102.6426374,201.2262167
101.115221,200.0702372
99.73357976,197.5677772
104.3911506,203.1179601
99.98642842,198.1576176
100.9108317,198.6975797
99.79860446,197.5246408
101.2309506,198.6685545
102.75698,200.6380924
103.1681798,201.5634003
101.2499577,199.8172141
99.54854056,197.9050822
103.4307779,200.3779939
103.548555,201.7577572
99.37268556,196.5254652
100.3877768,198.6491895
102.8807993,199.327563
101.6115896,199.2058921
100.7922952,199.1808168
99.67739818,198.5028916
100.9887658,198.1916561
102.8290298,200.8482538
102.2975804,200.1812301
100.4896938,198.8925446
102.9695932,200.1388939
103.1160178,200.5876865
102.3829501,200.5233374
98.96706114,198.2994947
103.0097119,200.7383415
97.6476232,195.8040992
103.409642,201.8396986
102.0492183,200.9645258
101.3203152,198.3924084
101.0452382,199.6851201
103.3789301,201.4559006
98.54749847,195.7846737
100.5183941,198.5084416
102.0084385,199.6961032
102.6615366,198.9292756
101.9895652,200.6814459
103.4163792,200.8580221
101.5565515,199.2451592
101.9992987,200.1643381
99.48606611,197.7756493
99.26883226,198.0691212
102.6824527,201.7980241
102.956821,200.7735315
99.16784803,197.324098
101.0079729,198.6590684
100.6162314,198.3123536
101.7132658,199.6829792
99.07377036,197.2116322
100.5311173,198.5278955
102.9403163,201.2764281
97.69884956,195.2962393
100.0603964,202.1668593
99.99086807,201.6589855
96.69157022,199.0679577
100.0008519,202.0347301
99.56754509,201.7582887
99.4167321,201.7950147
100.4029887,201.9905494
98.5808276,199.2396993
97.43512154,200.6078891
97.36357287,199.667034
100.005,201.3768148
100.5799582,202.4246519
99.20068278,199.8042329
99.06204951,200.2125014
98.77117055,201.0932442
99.60077934,202.1148948
98.19149768,200.7170249
99.0852763,201.7330087
99.47178485,201.3134849
97.50889575,199.1545948
97.94930477,200.0782226
99.45882741,202.0330647
99.78352595,201.5163216
99.25774639,201.459537
95.24645396,198.0550336
98.4543,201.5679803
101.283683,203.1484534
99.21198361,201.7729884
102.1178453,203.1605552
100.9308232,202.9161804
98.65038789,200.6428125
99.84734306,202.5432298
97.43552336,199.8295864
99.32535428,201.3573876
98.55985975,200.3819171
98.7608195,202.0467631
97.44034897,200.0039192
96.52835392,199.6241493
99.78698626,203.3220162
98.69393784,200.9383899
97.45682011,200.2786705
97.99295394,200.3696029
96.36002474,199.1315553
97.59907896,198.6964393
99.36205174,201.5622783
100.6426374,203.2090012
99.11522102,202.0287932
97.73357976,199.5685434
102.3911506,205.1034587
97.98642842,200.1448541
98.9108317,200.7065068
97.79860446,199.5305034
99.23095064,200.6945015
100.75698,202.6523881
101.1681798,203.5571868
99.24995769,201.7935337
97.54854056,199.8819013
101.4307779,202.4368736
101.548555,203.7616939
97.37268556,198.5543648
98.38777683,200.6345247
100.8807993,201.4056351
99.61158959,201.2269048
98.79229523,201.1626434
97.67739818,200.4597328
98.98876577,200.2266856
100.8290298,202.8568417
100.2975804,202.1930445
98.48969378,200.8721796
100.9695932,202.1856191
101.1160178,202.6218571
100.3829501,202.524291
96.96706114,200.2303573
101.0097119,202.7606528
95.6476232,197.7799199
101.409642,203.8331971
100.0492183,202.9296473
99.32031515,200.4349055
99.04523823,201.6571869
101.3789301,203.464783
96.54749847,197.805602
98.51839413,200.5063956
100.0084385,201.7150532
100.6615366,201.014097
99.98956524,202.6560947
101.4163792,202.8950637
99.55655145,201.2617369
99.99929866,202.1622277
97.48606611,199.7550935
97.26883226,200.0249645
100.6824527,203.7575966
100.956821,202.7916929
97.16784803,199.3077699
99.00797288,200.6744677
98.61623144,200.3237504
99.71326578,201.6879913
97.07377036,199.1956283
98.53111732,200.5256188
100.9403163,203.2716411
95.69884956,197.2969343
100.0603964,198.2785345
99.99086807,197.8746126
96.69157022,201.2067486
100.0008519,198.2493735
99.56754509,198.7537791
99.4167321,199.0684012
100.4029887,197.4666688
98.5808276,197.9263353
97.43512154,201.4558164
97.36357287,200.6026765
100.005,197.5535675
100.5799582,197.5966505
99.20068278,197.381635
99.06204951,198.0626009
98.77117055,199.5166252
99.60077934,199.0659387
98.19149768,200.1847193
99.0852763,199.6105818
99.47178485,198.4638734
97.50889575,199.8004918
97.94930477,199.9600651
99.45882741,199.2403172
99.78352595,198.1051144
99.25774639,199.0086492
95.24645396,202.7938289
98.4543,200.5935502
101.283683,197.0649494
99.21198361,199.4203454
102.1178453,195.5498897
100.9308232,197.4682232
98.65038789,199.2666596
99.84734306,199.0624296
97.43552336,200.6409407
99.32535428,198.7779765
98.55985975,199.1595482
98.7608195,200.5330064
97.44034897,200.8144628
96.52835392,202.0874711
99.78698626,199.9876152
98.69393784,199.4960878
97.45682011,201.0716992
97.99295394,200.1849212
96.36002474,201.8804805
97.59907896,199.1560752
99.36205174,198.9250922
100.6426374,198.3023221
99.11522102,199.8651438
97.73357976,199.8220053
102.3911506,197.0817121
97.98642842,199.961775
98.9108317,198.8562993
97.79860446,199.6631248
99.23095064,198.2574623
100.75698,197.510668
101.1681798,197.7040403
99.24995769,199.3722894
97.54854056,200.48868
101.4307779,196.0512093
101.548555,197.2213293
97.37268556,199.4220849
98.38777683,199.7389468
100.8807993,195.9797403
99.61158959,198.1172626
98.79229523,199.5505313
97.67739818,200.8571229
98.98876577,198.2116531
100.8290298,197.5925808
100.2975804,197.871537
98.48969378,199.8008897
100.9695932,196.633018
101.1160178,196.8211749
100.3829501,198.0616862
96.96706114,201.9181259
101.0097119,197.1610543
95.6476232,201.7713299
101.409642,197.5505358
100.0492183,199.0969172
99.32031515,197.8222474
99.04523823,199.604596
101.3789301,197.221405
96.54749847,200.1501264
98.51839413,199.3657001
100.0084385,197.9010826
100.6615366,195.9717405
99.98956524,198.9200198
101.4163792,196.5568671
99.55655145,198.2544976
99.99929866,198.3855865
97.48606611,200.4704516
97.26883226,201.1505998
100.6824527,198.8032583
100.956821,197.2903902
97.16784803,200.5853285
99.00797288,198.6448766
98.61623144,198.9954617
99.71326578,198.4133661
97.07377036,200.6403209
98.53111732,199.3625067
100.9403163,197.8226651
95.69884956,201.1722871
