x,y
4.205803218,41.29202938
0.534347154,37.00803085
13.36435413,55.03708783
12.08721217,13.02658956
13.32549586,36.76963905
6.261535469,21.93681553
2.867264123,48.56023011
8.277036172,26.0543945
13.51999184,28.44953909
12.21980492,39.4809618
13.50788689,52.92852043
4.184167253,30.03584331
10.8482125,15.56318209
1.779702299,49.66298486
15.33229946,56.19014071
5.193204681,6.020608964
0.278462894,60.32555997
9.679017176,7.830377215
0.112494603,77.74190978
4.805639023,34.70827046
6.355385098,8.069879493
3.808842936,45.48772569
7.757622976,31.80699133
5.673661793,22.97602385
12.32184914,16.63063184
10.40277669,26.9079809
0.540071152,63.37395053
8.785420467,19.8270884
0.837029063,49.41075165
10.46221291,39.21813182
8.2150434,22.59958329
6.702086348,38.68386597
7.561439369,11.15030702
1.768345975,51.55262081
4.961512233,34.19066278
11.23848883,38.00407302
13.01722277,26.133519
0.026924715,54.57053479
14.81273914,52.32504984
6.053014214,13.52416101
10.91061971,29.07111996
1.284749434,49.21569625
6.947594504,19.59191544
4.565165112,31.74267217
0.295503006,53.06837002
11.58304147,26.24216228
5.716253447,13.04381259
7.575116772,-5.348598066
2.369159938,25.24429959
10.71761675,17.14046301
2.756945194,44.1569919
14.02922152,63.64866956
14.94400105,46.68442387
13.12965599,46.99609261
6.326759513,26.86843175
12.19327225,32.86446628
7.422531228,5.432994794
15.70121457,62.26280252
5.620186637,2.130734635
5.252089928,11.2280391
5.281420546,3.431937322
7.105905208,11.25526342
0.320751094,79.55957441
15.48418428,52.29756235
12.18608179,20.35616664
7.876581211,22.21122349
15.56806919,57.28041635
1.778733008,41.94888485
1.084562302,63.25806733
10.60838312,17.5861892
7.591662895,22.46091032
14.06031474,46.6710175
3.168973991,33.89504993
3.108145566,48.44506215
15.65922431,58.20066646
4.346892255,30.34523405
7.699486051,16.97203411
5.000108773,36.94568549
11.22172217,15.96653243
3.053000228,25.18671146
13.55983511,36.73901844
1.670174853,50.71058058
1.224561111,62.35897635
14.52685123,42.0678023
12.9620768,24.83514919
5.33784167,3.560113138
4.336787904,25.13338207
6.21422189,-5.634300758
7.80558278,3.130061183
12.39123942,40.0413511
2.523677879,56.71865306
1.578109198,50.47771046
10.24587457,15.12606651
15.24089192,51.38588199
10.11519629,0.303433746
15.97255899,72.82594745
14.52744661,44.66330724
5.664749632,-5.149155076
1.487544008,51.75937353
10.0987704,16.22777767
3.096632802,2.063712743
10.74318021,26.51742337
11.14797598,32.17041474
2.662966595,37.63259814
1.854304784,56.32147241
11.69272751,14.69843296
5.636171522,25.59664731
3.175891818,50.55046526
0.248416715,62.99658128
8.011840005,-9.507853058
2.25221114,39.27020055
13.2233078,39.74307082
11.16867791,23.31331441
13.98745046,44.86877352
10.21097443,21.3846944
15.25870285,70.79335014
9.739999016,34.03178624
12.58981916,31.08912882
1.665874631,59.13769495
15.51937827,54.9819227
10.94833138,12.0797764
13.03490296,31.80995442
4.080923641,41.26889008
9.56148338,31.12153227
7.320670139,12.59907941
5.926383282,25.57258488
6.232954557,25.38039105
11.82079188,18.26125277
2.372969129,49.9747094
13.09217361,15.09657196
11.18658526,35.08454861
7.222110267,19.93302202
5.517342458,8.91641403
4.418652507,33.02707077
1.640544736,60.22668005
13.39396913,45.57483797
11.29293745,42.19147006
11.59934474,33.74598843
3.727994645,42.48080049
15.35948765,63.39866368
14.34824859,24.27448437
10.76608278,13.23285752
13.98342779,55.65961044
15.0756089,44.24918832
7.118969414,9.532507041
4.290821115,28.87373285
1.376680509,61.18106785
14.2639019,61.74398885
8.451591525,19.65493536
2.719329254,62.65702552
8.664621178,2.847313071
13.00777088,25.76119622
7.216291893,31.23696792
11.36232514,27.99001165
13.84865717,58.78617869
11.31206395,42.88039838
14.59820545,39.7462127
8.420453992,6.640946689
14.9359126,58.92742633
0.804659963,52.91487934
7.59293307,21.66942592
4.762767019,16.16295916
14.75688122,50.56968857
3.871379362,28.43969544
4.156244898,15.09089586
1.266485431,67.12611637
14.14085769,44.79238803
6.431125033,10.49704381
8.100222293,6.260142244
1.222407304,49.95537282
1.811305703,19.50448864
8.548769471,11.36904693
8.368561622,13.30344206
9.120679182,29.43130638
6.988511685,29.92507432
12.17375927,31.70382428
14.36892156,35.65366447
3.939023154,37.27841124
11.06127421,14.00300422
10.37115104,22.29427596
2.551865326,41.73329888
11.79299188,67.06947595
0.076387949,53.45858901
6.203543755,47.7194509
0.921484419,40.81244065
7.641997848,42.63487311
15.38182628,81.00499849
4.113143081,55.89829603
6.940522965,70.10726107
8.020445976,74.35670182
9.53820574,82.07886867
1.273579717,46.27490497
5.737187493,51.66069777
8.082004424,56.1332568
13.0273879,86.31862822
0.306502611,43.52932863
11.74714164,81.29026004
1.150522195,63.94739566
14.22632576,84.11711576
4.207759017,56.33429943
4.205803218,72.30630086
0.534347154,48.49914891
13.36435413,70.06745222
12.08721217,86.95419247
13.32549586,88.90995755
6.261535469,64.75666145
2.867264123,60.79505244
8.277036172,41.49046199
13.51999184,83.49655651
12.21980492,90.0320588
13.50788689,86.74383232
4.184167253,70.85050985
10.8482125,60.58032676
1.779702299,45.34419684
15.33229946,46.74903789
5.193204681,58.60482715
0.278462894,53.71403318
9.679017176,74.31237078
0.112494603,62.36322684
4.805639023,55.67824616
6.355385098,51.27935488
3.808842936,58.19718752
7.757622976,78.23851978
5.673661793,80.05905339
12.32184914,87.41142369
10.40277669,59.19051093
0.540071152,37.53986046
8.785420467,71.83061467
0.837029063,60.79141997
10.46221291,58.06525281
8.2150434,70.31496022
6.702086348,62.33654856
7.561439369,57.28109107
1.768345975,49.35285294
4.961512233,55.17507389
11.23848883,72.54430669
13.01722277,76.48701293
0.026924715,56.27149716
14.81273914,84.89793063
6.053014214,79.91186538
10.91061971,69.42995875
1.284749434,47.23151537
6.947594504,54.20562143
4.565165112,59.33178227
0.295503006,36.26363397
11.58304147,78.66658349
5.716253447,66.63501147
7.575116772,73.65689072
2.369159938,60.92021466
10.71761675,71.7211736
2.756945194,52.68177198
14.02922152,63.57752506
14.94400105,75.08154218
13.12965599,85.37784558
6.326759513,59.98724352
12.19327225,67.82162179
7.422531228,64.91699749
15.70121457,91.97095836
5.620186637,68.5921037
5.252089928,61.14903096
5.281420546,60.10902265
7.105905208,73.03563818
0.320751094,35.57488978
15.48418428,91.92072605
12.18608179,66.22319522
7.876581211,58.37716668
15.56806919,74.44498109
1.778733008,74.62145454
1.084562302,40.97911518
10.60838312,61.0784912
7.591662895,58.50194577
14.06031474,78.91199143
3.168973991,52.50430651
3.108145566,57.4649013
15.65922431,64.16831865
4.346892255,53.42092079
7.699486051,65.7903049
5.000108773,46.80573601
11.22172217,78.64907656
3.053000228,66.83084526
13.55983511,81.64695777
1.670174853,36.75126807
1.224561111,45.4290494
14.52685123,75.3302082
12.9620768,78.63639931
5.33784167,52.26894748
4.336787904,78.32918181
6.21422189,43.90034612
7.80558278,69.64664642
12.39123942,67.48346871
2.523677879,37.63337024
1.578109198,58.46578125
10.24587457,73.42964094
15.24089192,76.17333821
10.11519629,63.90678317
15.97255899,86.2770593
14.52744661,78.15625045
5.664749632,52.71951659
1.487544008,46.12692355
10.0987704,51.33730689
3.096632802,59.8082684
10.74318021,83.70451579
11.14797598,66.69669513
2.662966595,68.14031192
1.854304784,41.35503746
11.69272751,71.44132487
5.636171522,75.75433562
3.175891818,37.80716088
0.248416715,60.41749255
8.011840005,71.88463857
2.25221114,45.91838123
13.2233078,78.46731914
11.16867791,58.27238908
13.98745046,66.89791196
10.21097443,75.70017205
15.25870285,74.86688816
9.739999016,69.09326422
12.58981916,80.31813134
1.665874631,52.15736407
15.51937827,70.92643921
10.94833138,69.78824523
13.03490296,72.88680629
4.080923641,45.38956039
9.56148338,48.0687846
7.320670139,53.5215131
5.926383282,62.65057883
6.232954557,45.55306252
11.82079188,70.269543
2.372969129,53.61242401
13.09217361,90.87159008
11.18658526,86.57810601
7.222110267,67.0810095
5.517342458,56.96964599
4.418652507,45.52083036
1.640544736,67.14688836
13.39396913,89.24681128
11.29293745,75.52066446
11.59934474,75.52195156
3.727994645,59.32503773
15.35948765,75.8143036
14.34824859,92.01410407
10.76608278,79.25552309
13.98342779,81.82424213
15.0756089,74.51697121
7.118969414,49.45189944
4.290821115,50.52943415
1.376680509,40.6562917
14.2639019,93.20807885
8.451591525,55.5258676
2.719329254,52.05148093
8.664621178,76.10028351
13.00777088,76.26921187
7.216291893,49.66180082
11.36232514,75.13642742
13.84865717,76.0853872
11.31206395,70.68367768
14.59820545,82.73342411
8.420453992,66.85020015
14.9359126,62.09181982
0.804659963,46.43485672
7.59293307,51.6043283
4.762767019,54.33790295
14.75688122,68.35636693
3.871379362,57.88227895
4.156244898,46.25416578
1.266485431,66.58039269
14.14085769,66.28667315
6.431125033,54.11735855
8.100222293,70.19996463
1.222407304,60.48411768
1.811305703,63.55078749
8.548769471,69.6764545
8.368561622,77.08183575
9.120679182,53.37792807
6.988511685,68.31145009
12.17375927,76.17579042
14.36892156,83.54305232
3.939023154,50.9419967
11.06127421,49.7046629
10.37115104,81.06144584
2.551865326,59.8436599
